,Unnamed: 0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,Unnamed: 0,target
5440304,5440304,2021-04-24 15:18:32.671202+00:00,x,y,2021-04-27 11:00:00+00:00,2021-04-27 13:00:00+00:00,gamma,True,20.0,2,c-4,5440304,8390.0
13191714,13191714,2021-07-06 18:25:53.142596+00:00,x,y,2021-07-30 13:00:00+00:00,2021-07-30 15:00:00+00:00,alpha,True,15.0,1,a-9,13191714,9045.0
8366226,8366226,2021-06-01 11:41:29.910072+00:00,x,y,2021-06-09 10:05:00+00:00,2021-06-09 12:00:00+00:00,alpha,True,15.0,1,a-7,8366226,9403.0
4359229,4359229,2021-04-07 11:29:00.168776+00:00,x,y,2021-04-11 05:00:00+00:00,2021-04-11 07:00:00+00:00,alpha,True,15.0,1,a-1,4359229,8048.0
6299726,6299726,2021-05-06 15:55:45.146315+00:00,x,y,2021-05-30 15:30:00+00:00,2021-05-30 17:30:00+00:00,alpha,True,15.0,1,a-7,6299726,7796.0
15285895,15285895,2021-07-21 07:55:55.307186+00:00,x,y,2021-07-25 04:00:00+00:00,2021-07-25 06:00:00+00:00,alpha,True,35.0,1,a-1,15285895,17745.0
16711626,16711626,2021-08-01 03:26:23.368520+00:00,x,y,2021-08-08 14:00:00+00:00,2021-08-08 16:00:00+00:00,gamma,True,20.0,1,c-4,16711626,10285.0
19426730,19426730,2021-08-16 11:52:30.345871+00:00,x,y,2021-08-17 05:00:00+00:00,2021-08-17 06:55:00+00:00,beta,True,20.0,0,b-1,19426730,7400.0
13160686,13160686,2021-07-06 15:47:51.351618+00:00,x,y,2021-07-15 14:00:00+00:00,2021-07-15 16:00:00+00:00,gamma,True,20.0,2,c-4,13160686,12800.0
16466840,16466840,2021-07-29 23:05:14.818578+00:00,x,y,2021-08-02 05:00:00+00:00,2021-08-02 06:55:00+00:00,beta,True,40.0,0,b-1,16466840,15610.0
14327988,14327988,2021-07-13 21:12:33.963466+00:00,x,y,2021-07-14 17:00:00+00:00,2021-07-14 18:59:00+00:00,gamma,True,20.0,1,c-6,14327988,16090.0
19328533,19328533,2021-08-15 20:04:28.205570+00:00,x,y,2021-08-22 04:00:00+00:00,2021-08-22 06:00:00+00:00,alpha,True,20.0,1,a-1,19328533,17745.0
8659779,8659779,2021-06-04 04:31:02.323705+00:00,x,y,2021-06-07 05:00:00+00:00,2021-06-07 07:00:00+00:00,gamma,True,20.0,2,c-2,8659779,11900.0
20514194,20514194,2021-08-22 18:24:37.171403+00:00,x,y,2021-09-07 07:00:00+00:00,2021-09-07 09:00:00+00:00,alpha,True,20.0,1,a-5,20514194,7524.0
17403013,17403013,2021-08-06 15:46:08.258844+00:00,x,y,2021-08-20 05:00:00+00:00,2021-08-20 07:00:00+00:00,alpha,True,20.0,1,a-1,17403013,8381.0
11658401,11658401,2021-06-28 14:26:31.497828+00:00,x,y,2021-07-05 10:35:00+00:00,2021-07-05 12:35:00+00:00,gamma,True,20.0,2,c-2,11658401,9750.0
13292844,13292844,2021-07-07 10:05:45.347053+00:00,x,y,2021-07-25 07:00:00+00:00,2021-07-25 09:00:00+00:00,alpha,True,15.0,1,a-5,13292844,14945.0
9806991,9806991,2021-06-14 08:07:57.144877+00:00,x,y,2021-06-16 07:00:00+00:00,2021-06-16 09:00:00+00:00,alpha,True,35.0,1,a-5,9806991,7124.0
8808192,8808192,2021-06-05 13:00:18.656362+00:00,x,y,2021-06-25 17:00:00+00:00,2021-06-25 18:59:00+00:00,gamma,True,20.0,1,c-6,8808192,10900.0
5836461,5836461,2021-04-30 00:57:34.384487+00:00,x,y,2021-05-29 05:00:00+00:00,2021-05-29 07:00:00+00:00,gamma,True,20.0,2,c-2,5836461,9650.0
6928706,6928706,2021-05-16 12:35:36.298965+00:00,x,y,2021-05-24 10:00:00+00:00,2021-05-24 12:00:00+00:00,alpha,True,15.0,1,a-9,6928706,6890.0
6503607,6503607,2021-05-09 18:30:40.907578+00:00,x,y,2021-05-10 14:00:00+00:00,2021-05-10 15:55:00+00:00,beta,True,20.0,0,b-9,6503607,6755.0
15513796,15513796,2021-07-23 04:35:00.477215+00:00,x,y,2021-08-22 10:00:00+00:00,2021-08-22 12:00:00+00:00,alpha,True,35.0,1,a-7,15513796,10545.0
509460,509460,2021-01-15 11:25:38.147766+00:00,x,y,2021-01-23 16:00:00+00:00,2021-01-23 18:10:00+00:00,alpha,True,0.0,0,a-7,509460,8739.0
70621,70621,2021-01-02 11:41:28.723335+00:00,x,y,2021-01-05 11:00:00+00:00,2021-01-05 12:55:00+00:00,beta,False,20.0,0,b-69,70621,8697.0
7498530,7498530,2021-05-22 16:41:22.674482+00:00,x,y,2021-06-10 14:00:00+00:00,2021-06-10 15:55:00+00:00,beta,True,20.0,0,b-9,7498530,7395.0
13170483,13170483,2021-07-06 16:39:23.749330+00:00,x,y,2021-07-13 16:00:00+00:00,2021-07-13 18:00:00+00:00,alpha,True,15.0,1,a-23,13170483,11245.0
10719615,10719615,2021-06-21 17:16:22.812291+00:00,x,y,2021-07-09 07:00:00+00:00,2021-07-09 09:00:00+00:00,alpha,True,35.0,1,a-5,10719615,7150.0
1276335,1276335,2021-02-04 16:28:12.561430+00:00,x,y,2021-03-05 05:00:00+00:00,2021-03-05 07:00:00+00:00,gamma,True,32.0,1,c-2,1276335,9405.0
6599658,6599658,2021-05-11 05:32:02.582733+00:00,x,y,2021-05-17 17:00:00+00:00,2021-05-17 18:59:00+00:00,gamma,True,20.0,1,c-6,6599658,8145.0
6096497,6096497,2021-05-03 18:06:38.369008+00:00,x,y,2021-05-04 13:30:00+00:00,2021-05-04 15:30:00+00:00,alpha,True,15.0,1,a-5,6096497,7397.0
3501719,3501719,2021-03-18 18:57:51.934861+00:00,x,y,2021-03-19 11:00:00+00:00,2021-03-19 13:00:00+00:00,gamma,True,20.0,2,c-4,3501719,19225.0
3296562,3296562,2021-03-15 09:36:01.255134+00:00,x,y,2021-03-20 05:00:00+00:00,2021-03-20 07:00:00+00:00,gamma,True,20.0,1,c-2,3296562,9800.0
11364996,11364996,2021-06-26 14:39:15.667860+00:00,x,y,2021-07-10 17:00:00+00:00,2021-07-10 18:59:00+00:00,gamma,True,20.0,1,c-6,11364996,8750.0
8247701,8247701,2021-05-31 12:44:51.310519+00:00,x,y,2021-06-13 10:00:00+00:00,2021-06-13 12:00:00+00:00,alpha,True,35.0,1,a-9,8247701,9707.0
11787334,11787334,2021-06-29 09:51:25.630861+00:00,x,y,2021-07-07 16:45:00+00:00,2021-07-07 18:45:00+00:00,gamma,True,20.0,1,c-6,11787334,7765.0
9950332,9950332,2021-06-15 08:16:49.924623+00:00,x,y,2021-07-03 14:00:00+00:00,2021-07-03 15:55:00+00:00,beta,True,20.0,0,b-9,9950332,6375.0
8296131,8296131,2021-05-31 19:54:28.957744+00:00,x,y,2021-06-11 10:00:00+00:00,2021-06-11 12:00:00+00:00,alpha,True,15.0,1,a-7,8296131,9403.0
10801032,10801032,2021-06-22 10:32:37.765530+00:00,x,y,2021-07-04 07:00:00+00:00,2021-07-04 09:00:00+00:00,alpha,True,35.0,1,a-5,10801032,11072.0
1390938,1390938,2021-02-07 17:26:14.923409+00:00,x,y,2021-02-09 05:15:00+00:00,2021-02-09 07:25:00+00:00,alpha,True,0.0,0,a-1,1390938,8739.0
12038118,12038118,2021-06-30 18:02:41.870415+00:00,x,y,2021-07-01 14:00:00+00:00,2021-07-01 16:00:00+00:00,gamma,True,20.0,2,c-4,12038118,23885.0
8659500,8659500,2021-06-04 04:27:38.214484+00:00,x,y,2021-06-13 13:00:00+00:00,2021-06-13 15:00:00+00:00,alpha,True,15.0,1,a-9,8659500,9707.0
21763862,21763862,2021-08-31 19:51:03.382671+00:00,x,y,2021-09-27 07:00:00+00:00,2021-09-27 09:00:00+00:00,alpha,True,20.0,1,a-5,21763862,7524.0
17039131,17039131,2021-08-04 00:10:31.542149+00:00,x,y,2021-08-22 07:00:00+00:00,2021-08-22 09:00:00+00:00,alpha,True,15.0,1,a-5,17039131,9045.0
20832650,20832650,2021-08-24 19:26:49.599579+00:00,x,y,2021-09-09 07:00:00+00:00,2021-09-09 09:00:00+00:00,alpha,True,20.0,1,a-5,20832650,7524.0
10299624,10299624,2021-06-18 08:08:31.094093+00:00,x,y,2021-07-01 13:00:00+00:00,2021-07-01 15:00:00+00:00,alpha,True,35.0,1,a-9,10299624,7124.0
4825002,4825002,2021-04-19 11:51:17.264852+00:00,x,y,2021-05-24 05:00:00+00:00,2021-05-24 07:00:00+00:00,gamma,True,20.0,1,c-2,4825002,8650.0
15433160,15433160,2021-07-22 13:19:47.237782+00:00,x,y,2021-08-02 17:00:00+00:00,2021-08-02 18:59:00+00:00,gamma,True,20.0,1,c-6,15433160,9280.0
11482528,11482528,2021-06-27 12:02:58.379407+00:00,x,y,2021-06-30 05:00:00+00:00,2021-06-30 06:55:00+00:00,beta,True,40.0,0,b-1,11482528,10723.0
1401064,1401064,2021-02-08 03:25:28.858536+00:00,x,y,2021-04-06 17:00:00+00:00,2021-04-06 18:59:00+00:00,gamma,True,32.0,1,c-6,1401064,9405.0
15967596,15967596,2021-07-26 08:20:06.317843+00:00,x,y,2021-08-07 04:00:00+00:00,2021-08-07 06:00:00+00:00,alpha,True,35.0,1,a-1,15967596,10545.0
762386,762386,2021-01-22 17:16:07.058163+00:00,x,y,2021-02-19 17:00:00+00:00,2021-02-19 18:59:00+00:00,gamma,True,32.0,2,c-6,762386,10400.0
10517536,10517536,2021-06-20 04:49:41.590320+00:00,x,y,2021-07-11 13:00:00+00:00,2021-07-11 15:00:00+00:00,alpha,True,35.0,1,a-9,10517536,13277.0
6188063,6188063,2021-05-05 00:09:16.292514+00:00,x,y,2021-05-19 05:00:00+00:00,2021-05-19 07:00:00+00:00,gamma,True,20.0,2,c-2,6188063,8390.0
7049467,7049467,2021-05-17 16:57:00.518202+00:00,x,y,2021-05-29 10:00:00+00:00,2021-05-29 12:00:00+00:00,alpha,True,15.0,1,a-9,7049467,7124.0
15658994,15658994,2021-07-24 01:20:02.016168+00:00,x,y,2021-08-29 14:00:00+00:00,2021-08-29 16:00:00+00:00,gamma,True,20.0,2,c-4,15658994,10280.0
16563501,16563501,2021-07-30 17:47:49.720693+00:00,x,y,2021-08-17 10:00:00+00:00,2021-08-17 12:00:00+00:00,gamma,True,20.0,1,c-2,16563501,7765.0
11666020,11666020,2021-06-28 15:18:05.481821+00:00,x,y,2021-07-25 10:00:00+00:00,2021-07-25 12:00:00+00:00,alpha,True,15.0,1,a-7,11666020,9497.0
19002480,19002480,2021-08-14 05:27:41.449693+00:00,x,y,2021-08-17 07:00:00+00:00,2021-08-17 09:00:00+00:00,alpha,True,20.0,1,a-5,19002480,8381.0
6471756,6471756,2021-05-09 09:42:22.531245+00:00,x,y,2021-05-13 16:00:00+00:00,2021-05-13 18:00:00+00:00,alpha,True,15.0,1,a-7,6471756,5495.0
3302323,3302323,2021-03-15 11:11:00.007873+00:00,x,y,2021-03-23 11:00:00+00:00,2021-03-23 13:00:00+00:00,gamma,True,20.0,1,c-4,3302323,10665.0
5236659,5236659,2021-04-22 12:35:28.184894+00:00,x,y,2021-06-05 17:00:00+00:00,2021-06-05 18:59:00+00:00,gamma,True,20.0,2,c-6,5236659,9650.0
2207023,2207023,2021-02-26 19:28:19.420829+00:00,x,y,2021-03-16 17:00:00+00:00,2021-03-16 18:59:00+00:00,gamma,True,20.0,1,c-6,2207023,7390.0
7783138,7783138,2021-05-26 07:11:08.867813+00:00,x,y,2021-06-10 11:00:00+00:00,2021-06-10 13:00:00+00:00,gamma,True,20.0,1,c-4,7783138,10425.0
15701074,15701074,2021-07-24 10:34:10.078927+00:00,x,y,2021-07-31 10:00:00+00:00,2021-07-31 12:00:00+00:00,gamma,True,20.0,2,c-2,15701074,14130.0
20720582,20720582,2021-08-24 05:57:09.300804+00:00,x,y,2021-09-01 10:00:00+00:00,2021-09-01 12:00:00+00:00,alpha,True,15.0,1,a-7,20720582,7524.0
21272734,21272734,2021-08-27 21:44:45.570651+00:00,x,y,2021-09-20 13:00:00+00:00,2021-09-20 15:00:00+00:00,alpha,True,20.0,1,a-9,21272734,7524.0
6794916,6794916,2021-05-14 17:07:49.234760+00:00,x,y,2021-05-18 17:00:00+00:00,2021-05-18 18:59:00+00:00,gamma,True,20.0,1,c-6,6794916,7390.0
5718013,5718013,2021-04-28 06:55:08.552106+00:00,x,y,2021-05-03 17:00:00+00:00,2021-05-03 18:59:00+00:00,gamma,True,20.0,2,c-6,5718013,8390.0
10359688,10359688,2021-06-18 17:08:42.920465+00:00,x,y,2021-06-26 16:00:00+00:00,2021-06-26 18:00:00+00:00,alpha,True,15.0,1,a-23,10359688,6850.0
12987196,12987196,2021-07-05 17:44:31.289367+00:00,x,y,2021-07-16 17:00:00+00:00,2021-07-16 18:59:00+00:00,gamma,True,20.0,1,c-6,12987196,15075.0
19351790,19351790,2021-08-16 02:38:53.306536+00:00,x,y,2021-08-22 04:00:00+00:00,2021-08-22 06:00:00+00:00,alpha,True,20.0,1,a-1,19351790,17745.0
726853,726853,2021-01-21 17:38:32.041254+00:00,x,y,2021-02-19 16:00:00+00:00,2021-02-19 18:10:00+00:00,alpha,True,20.0,1,a-7,726853,10227.0
6349825,6349825,2021-05-07 11:10:40.800345+00:00,x,y,2021-05-14 05:00:00+00:00,2021-05-14 07:00:00+00:00,alpha,True,35.0,1,a-1,6349825,5996.0
1297518,1297518,2021-02-05 08:11:00.248202+00:00,x,y,2021-03-11 05:15:00+00:00,2021-03-11 07:25:00+00:00,alpha,True,0.0,0,a-1,1297518,8739.0
13892374,13892374,2021-07-11 04:57:16.087367+00:00,x,y,2021-08-05 10:00:00+00:00,2021-08-05 12:00:00+00:00,alpha,True,35.0,1,a-7,13892374,10545.0
20124356,20124356,2021-08-20 08:25:40.409686+00:00,x,y,2021-09-02 16:00:00+00:00,2021-09-02 18:00:00+00:00,alpha,True,20.0,1,a-23,20124356,8381.0
19056867,19056867,2021-08-14 11:08:58.586286+00:00,x,y,2021-08-17 14:00:00+00:00,2021-08-17 15:55:00+00:00,beta,True,40.0,0,b-9,19056867,18110.0
13188721,13188721,2021-07-06 18:11:09.466440+00:00,x,y,2021-08-02 07:00:00+00:00,2021-08-02 09:00:00+00:00,alpha,True,15.0,1,a-5,13188721,9045.0
20416437,20416437,2021-08-22 06:37:32.601875+00:00,x,y,2021-09-18 13:00:00+00:00,2021-09-18 15:00:00+00:00,alpha,True,20.0,1,a-9,20416437,7524.0
16748214,16748214,2021-08-01 10:30:03.953413+00:00,x,y,2021-08-08 17:00:00+00:00,2021-08-08 18:59:00+00:00,gamma,True,20.0,1,c-6,16748214,9280.0
5847772,5847772,2021-04-30 06:29:37.930490+00:00,x,y,2021-05-04 16:00:00+00:00,2021-05-04 18:00:00+00:00,alpha,True,35.0,1,a-7,5847772,6995.0
21402290,21402290,2021-08-28 22:21:25.451243+00:00,x,y,2021-08-29 05:00:00+00:00,2021-08-29 06:55:00+00:00,beta,True,40.0,0,b-1,21402290,18310.0
8875256,8875256,2021-06-06 08:54:48.628400+00:00,x,y,2021-06-15 04:00:00+00:00,2021-06-15 06:00:00+00:00,alpha,True,35.0,1,a-1,8875256,9707.0
21013574,21013574,2021-08-26 04:50:53.026980+00:00,x,y,2021-08-28 04:00:00+00:00,2021-08-28 06:00:00+00:00,alpha,True,15.0,1,a-1,21013574,9045.0
17268499,17268499,2021-08-05 17:07:56.019547+00:00,x,y,2021-08-13 14:00:00+00:00,2021-08-13 16:00:00+00:00,gamma,True,20.0,2,c-4,17268499,7870.0
3412014,3412014,2021-03-17 08:52:03.115550+00:00,x,y,2021-03-25 11:00:00+00:00,2021-03-25 13:00:00+00:00,gamma,True,20.0,1,c-4,3412014,9800.0
1222504,1222504,2021-02-03 11:54:28.917058+00:00,x,y,2021-02-05 11:00:00+00:00,2021-02-05 13:00:00+00:00,gamma,True,0.0,0,c-4,1222504,8525.0
10527849,10527849,2021-06-20 07:00:42.388699+00:00,x,y,2021-08-14 04:00:00+00:00,2021-08-14 06:00:00+00:00,alpha,True,15.0,1,a-1,10527849,9497.0
4325189,4325189,2021-04-06 14:14:13.921363+00:00,x,y,2021-04-09 11:00:00+00:00,2021-04-09 12:55:00+00:00,beta,True,20.0,0,b-69,4325189,8051.0
6944052,6944052,2021-05-16 15:32:48.301213+00:00,x,y,2021-05-20 11:00:00+00:00,2021-05-20 12:55:00+00:00,beta,True,20.0,0,b-69,6944052,6734.0
18760074,18760074,2021-08-12 20:22:40.165308+00:00,x,y,2021-08-14 07:00:00+00:00,2021-08-14 09:00:00+00:00,alpha,True,20.0,1,a-5,18760074,10545.0
19962654,19962654,2021-08-19 09:52:56.149120+00:00,x,y,2021-08-22 07:00:00+00:00,2021-08-22 09:00:00+00:00,alpha,True,15.0,1,a-5,19962654,23895.0
14724820,14724820,2021-07-16 15:29:56.338905+00:00,x,y,2021-08-01 13:00:00+00:00,2021-08-01 15:00:00+00:00,alpha,True,35.0,1,a-9,14724820,25345.0
4495155,4495155,2021-04-11 06:27:15.878316+00:00,x,y,2021-04-11 13:30:00+00:00,2021-04-11 15:30:00+00:00,alpha,True,15.0,1,a-5,4495155,10442.0
12549618,12549618,2021-07-03 13:39:32.755153+00:00,x,y,2021-07-24 04:00:00+00:00,2021-07-24 06:00:00+00:00,alpha,True,15.0,1,a-1,12549618,9045.0
12031193,12031193,2021-06-30 17:25:12.650753+00:00,x,y,2021-07-07 11:00:00+00:00,2021-07-07 12:55:00+00:00,beta,True,40.0,0,b-69,12031193,10723.0
4310401,4310401,2021-04-06 07:37:50.409638+00:00,x,y,2021-04-19 17:00:00+00:00,2021-04-19 18:59:00+00:00,gamma,True,20.0,2,c-6,4310401,9395.0
3502016,3502016,2021-03-18 19:01:37.155175+00:00,x,y,2021-03-26 11:00:00+00:00,2021-03-26 13:00:00+00:00,gamma,True,20.0,1,c-4,3502016,9800.0
20455439,20455439,2021-08-22 11:28:00.069217+00:00,x,y,2021-09-05 10:35:00+00:00,2021-09-05 12:35:00+00:00,omega,True,20.0,1,d-3,20455439,9000.0
12047995,12047995,2021-06-30 18:55:00.222618+00:00,x,y,2021-07-30 17:00:00+00:00,2021-07-30 18:59:00+00:00,gamma,True,20.0,1,c-6,12047995,10035.0
15573747,15573747,2021-07-23 11:46:34.445141+00:00,x,y,2021-07-31 04:00:00+00:00,2021-07-31 06:00:00+00:00,alpha,True,15.0,1,a-1,15573747,11245.0
15414109,15414109,2021-07-22 11:05:53.364546+00:00,x,y,2021-07-24 13:00:00+00:00,2021-07-24 15:00:00+00:00,alpha,True,35.0,1,a-9,15414109,14645.0
16712998,16712998,2021-08-01 03:56:52.114528+00:00,x,y,2021-08-10 04:00:00+00:00,2021-08-10 06:00:00+00:00,alpha,True,35.0,1,a-1,16712998,8381.0
12840678,12840678,2021-07-05 03:27:04.338281+00:00,x,y,2021-07-16 07:00:00+00:00,2021-07-16 09:00:00+00:00,alpha,True,35.0,1,a-5,12840678,12645.0
14192056,14192056,2021-07-13 03:26:14.216272+00:00,x,y,2021-07-26 14:00:00+00:00,2021-07-26 16:00:00+00:00,gamma,True,20.0,2,c-4,14192056,13560.0
10151201,10151201,2021-06-16 20:51:57.429873+00:00,x,y,2021-07-27 07:00:00+00:00,2021-07-27 09:00:00+00:00,alpha,True,15.0,1,a-5,10151201,6531.0
12748516,12748516,2021-07-04 14:04:35.638480+00:00,x,y,2021-07-13 11:00:00+00:00,2021-07-13 12:55:00+00:00,beta,True,40.0,0,b-69,12748516,9090.0
156527,156527,2021-01-04 19:48:38.840117+00:00,x,y,2021-01-10 13:00:00+00:00,2021-01-10 15:00:00+00:00,alpha,True,20.0,1,a-5,156527,10227.0
3365564,3365564,2021-03-16 11:34:38.498040+00:00,x,y,2021-03-20 05:00:00+00:00,2021-03-20 07:00:00+00:00,gamma,True,20.0,2,c-2,3365564,11300.0
20930654,20930654,2021-08-25 13:24:35.542050+00:00,x,y,2021-09-08 10:00:00+00:00,2021-09-08 12:00:00+00:00,alpha,True,20.0,1,a-7,20930654,7524.0
1288399,1288399,2021-02-05 00:35:39.633205+00:00,x,y,2021-02-20 14:00:00+00:00,2021-02-20 15:55:00+00:00,beta,True,35.0,0,b-9,1288399,9533.0
20831270,20831270,2021-08-24 19:15:03.341326+00:00,x,y,2021-08-30 14:00:00+00:00,2021-08-30 16:00:00+00:00,gamma,True,20.0,2,c-4,20831270,13560.0
5521795,5521795,2021-04-25 15:47:26.822674+00:00,x,y,2021-04-26 05:00:00+00:00,2021-04-26 07:00:00+00:00,gamma,True,20.0,2,c-2,5521795,10800.0
3203804,3203804,2021-03-13 18:06:39.253616+00:00,x,y,2021-03-23 05:00:00+00:00,2021-03-23 07:00:00+00:00,gamma,True,20.0,1,c-2,3203804,9800.0
3418733,3418733,2021-03-17 10:40:14.639317+00:00,x,y,2021-03-27 11:00:00+00:00,2021-03-27 13:00:00+00:00,gamma,True,20.0,2,c-4,3418733,11300.0
10400714,10400714,2021-06-19 04:38:54.833096+00:00,x,y,2021-07-14 14:00:00+00:00,2021-07-14 16:00:00+00:00,gamma,True,20.0,2,c-4,10400714,7620.0
8812309,8812309,2021-06-05 13:56:24.123212+00:00,x,y,2021-06-29 04:00:00+00:00,2021-06-29 06:00:00+00:00,alpha,True,15.0,1,a-1,8812309,9403.0
20836534,20836534,2021-08-24 19:59:54.570749+00:00,x,y,2021-09-03 16:00:00+00:00,2021-09-03 18:00:00+00:00,alpha,True,20.0,1,a-23,20836534,10545.0
1652640,1652640,2021-02-14 05:38:13.991904+00:00,x,y,2021-03-03 05:15:00+00:00,2021-03-03 07:25:00+00:00,alpha,True,35.0,1,a-1,1652640,12500.0
6424640,6424640,2021-05-08 15:22:54.637448+00:00,x,y,2021-05-14 17:00:00+00:00,2021-05-14 18:59:00+00:00,gamma,True,20.0,2,c-6,6424640,8390.0
15938209,15938209,2021-07-26 04:16:44.639855+00:00,x,y,2021-08-05 07:00:00+00:00,2021-08-05 09:00:00+00:00,alpha,True,35.0,1,a-5,15938209,12645.0
8307618,8307618,2021-05-31 23:17:21.168608+00:00,x,y,2021-06-20 10:00:00+00:00,2021-06-20 12:00:00+00:00,alpha,True,35.0,1,a-7,8307618,9707.0
21762049,21762049,2021-08-31 19:37:39.441298+00:00,x,y,2021-09-19 16:00:00+00:00,2021-09-19 18:00:00+00:00,alpha,True,20.0,1,a-23,21762049,8381.0
13674177,13674177,2021-07-09 15:47:06.699187+00:00,x,y,2021-08-07 17:00:00+00:00,2021-08-07 18:59:00+00:00,gamma,True,20.0,2,c-6,13674177,13560.0
8292929,8292929,2021-05-31 19:21:05.901111+00:00,x,y,2021-07-04 04:00:00+00:00,2021-07-04 06:00:00+00:00,alpha,True,15.0,1,a-1,8292929,9403.0
18999038,18999038,2021-08-14 04:56:30.928021+00:00,x,y,2021-08-15 05:30:00+00:00,2021-08-15 07:30:00+00:00,gamma,True,20.0,2,c-2,18999038,9525.0
13653864,13653864,2021-07-09 13:30:04.667397+00:00,x,y,2021-07-31 17:00:00+00:00,2021-07-31 18:59:00+00:00,gamma,True,20.0,2,c-6,13653864,12545.0
18650202,18650202,2021-08-12 10:30:50.771180+00:00,x,y,2021-08-29 11:00:00+00:00,2021-08-29 12:55:00+00:00,beta,True,20.0,0,b-69,18650202,6590.0
320880,320880,2021-01-09 17:14:32.868585+00:00,x,y,2021-02-03 13:30:00+00:00,2021-02-03 15:40:00+00:00,alpha,True,0.0,0,a-5,320880,8739.0
10390142,10390142,2021-06-18 22:42:55.955926+00:00,x,y,2021-06-19 07:00:00+00:00,2021-06-19 09:00:00+00:00,alpha,True,15.0,1,a-5,10390142,7150.0
19523626,19523626,2021-08-16 22:05:58.078751+00:00,x,y,2021-08-23 04:40:00+00:00,2021-08-23 06:40:00+00:00,omega,True,20.0,1,d-1,19523626,16500.0
12995002,12995002,2021-07-05 18:23:39.434639+00:00,x,y,2021-07-12 11:00:00+00:00,2021-07-12 12:55:00+00:00,beta,True,40.0,0,b-69,12995002,10830.0
5595334,5595334,2021-04-26 14:15:01.427325+00:00,x,y,2021-04-30 16:00:00+00:00,2021-04-30 18:00:00+00:00,alpha,True,35.0,1,a-7,5595334,6995.0
1634321,1634321,2021-02-13 16:07:49.077175+00:00,x,y,2021-02-20 05:15:00+00:00,2021-02-20 07:25:00+00:00,alpha,True,15.0,1,a-1,1634321,12495.0
6565623,6565623,2021-05-10 15:53:14.906941+00:00,x,y,2021-05-24 13:00:00+00:00,2021-05-24 15:00:00+00:00,alpha,True,15.0,1,a-5,6565623,6495.0
2952306,2952306,2021-03-10 09:06:00.414369+00:00,x,y,2021-04-07 13:30:00+00:00,2021-04-07 15:30:00+00:00,alpha,True,35.0,1,a-5,2952306,8022.0
17057238,17057238,2021-08-04 06:44:58.911435+00:00,x,y,2021-08-04 16:00:00+00:00,2021-08-04 18:00:00+00:00,alpha,True,20.0,1,a-23,17057238,7524.0
14271764,14271764,2021-07-13 13:57:21.893881+00:00,x,y,2021-07-31 10:00:00+00:00,2021-07-31 12:00:00+00:00,alpha,True,35.0,1,a-7,14271764,12645.0
9773834,9773834,2021-06-14 03:09:00.929878+00:00,x,y,2021-06-16 09:45:00+00:00,2021-06-16 11:45:00+00:00,gamma,True,20.0,1,c-2,9773834,6900.0
8263249,8263249,2021-05-31 15:11:05.877821+00:00,x,y,2021-06-10 14:00:00+00:00,2021-06-10 15:55:00+00:00,beta,True,20.0,0,b-9,8263249,10088.0
17948927,17948927,2021-08-09 12:41:19.349912+00:00,x,y,2021-08-22 10:00:00+00:00,2021-08-22 12:00:00+00:00,alpha,True,20.0,1,a-7,17948927,14645.0
18108174,18108174,2021-08-10 05:46:12.116056+00:00,x,y,2021-08-19 16:00:00+00:00,2021-08-19 18:00:00+00:00,alpha,True,20.0,1,a-23,18108174,14645.0
6753166,6753166,2021-05-14 03:50:28.738576+00:00,x,y,2021-06-09 11:00:00+00:00,2021-06-09 13:00:00+00:00,gamma,True,20.0,2,c-4,6753166,10655.0
18840987,18840987,2021-08-13 09:20:44.388712+00:00,x,y,2021-09-05 17:00:00+00:00,2021-09-05 18:59:00+00:00,gamma,True,20.0,2,c-6,18840987,7870.0
11437595,11437595,2021-06-27 06:45:36.991483+00:00,x,y,2021-07-28 14:00:00+00:00,2021-07-28 15:55:00+00:00,beta,True,40.0,0,b-9,11437595,8065.0
5354944,5354944,2021-04-23 15:33:54.154861+00:00,x,y,2021-05-31 05:00:00+00:00,2021-05-31 07:00:00+00:00,alpha,True,35.0,1,a-1,5354944,8290.0
1242828,1242828,2021-02-03 20:01:52.847836+00:00,x,y,2021-02-07 14:00:00+00:00,2021-02-07 15:55:00+00:00,beta,True,35.0,0,b-9,1242828,10386.0
16943664,16943664,2021-08-03 06:24:32.398340+00:00,x,y,2021-08-03 10:00:00+00:00,2021-08-03 12:00:00+00:00,gamma,True,20.0,2,c-2,16943664,8500.0
6894376,6894376,2021-05-16 04:41:38.823658+00:00,x,y,2021-06-13 11:00:00+00:00,2021-06-13 13:00:00+00:00,gamma,True,20.0,1,c-4,6894376,9655.0
14601559,14601559,2021-07-15 17:21:28.473183+00:00,x,y,2021-08-01 10:00:00+00:00,2021-08-01 12:00:00+00:00,alpha,True,35.0,1,a-7,14601559,14645.0
7358954,7358954,2021-05-21 06:59:25.223347+00:00,x,y,2021-05-31 11:00:00+00:00,2021-05-31 13:00:00+00:00,gamma,True,20.0,1,c-4,7358954,8025.0
5071907,5071907,2021-04-21 00:29:43.024896+00:00,x,y,2021-04-21 05:00:00+00:00,2021-04-21 07:00:00+00:00,alpha,True,15.0,1,a-1,5071907,21415.0
